word	tag
Partai	ORGANIZATION
Kedaulatan	ORGANIZATION
Bangsa	ORGANIZATION
PKB	ORGANIZATION
Indonesia	ORGANIZATION
Marwan	PERSON
Jakarta	LOCATION
Selasa	TIME
2011	TIME
Marwan	PERSON
PKB	ORGANIZATION
Marwan	PERSON
Yenny	PERSON
Wahid	PERSON
Gus	PERSON
Dur	PERSON
Marwan	PERSON
Yenny	PERSON
Wahid	PERSON
PKB	ORGANIZATION
Indonesia	ORGANIZATION
Kementerian	ORGANIZATION
Hukum	ORGANIZATION
dan	ORGANIZATION
HAM	ORGANIZATION
Yenny	PERSON
Wahid	PERSON
Syafrin	PERSON
Romas	PERSON
Imron	PERSON
Hamid	PERSON
Eva	PERSON
Sundari	PERSON
Jl	LOCATION
Wahid	LOCATION
Hasyim	LOCATION
Jakarta	LOCATION
Selasa	TIME
Serikat	ORGANIZATION
Petani	ORGANIZATION
Indonesia	ORGANIZATION
Eva	PERSON
Kediri	LOCATION
Jawa	LOCATION
Timur	LOCATION
Eva	PERSON
Eva	PERSON
Partai	ORGANIZATION
Persatuan	ORGANIZATION
Pembangunan	ORGANIZATION
PPP	ORGANIZATION
PPP	ORGANIZATION
Suryadharma	PERSON
Ali	PERSON
Suharso	PERSON
Manoarfa	PERSON
Irgan	PERSON
Chairul	PERSON
Mahfidz	PERSON
Irgan	PERSON
Jumat	TIME
2010	TIME
Gedung	LOCATION
DPR	LOCATION
Jakarta	LOCATION
Irgan	PERSON
Irgan	PERSON
Partai	ORGANIZATION
Demokrat	ORGANIZATION
Vena	PERSON
Melinda	PERSON
lingkungan	LOCATION
DPR	LOCATION
Vena	PERSON
Gedung	LOCATION
Nusantara	LOCATION
II	LOCATION
komplek	LOCATION
DPR	LOCATION
Jakarta	TIME
Selasa	TIME
2012	TIME
Vena	PERSON
Gedung	LOCATION
DPR	LOCATION
Vena	PERSON
Vena	PERSON
DPR	ORGANIZATION
RI	ORGANIZATION
Vena	PERSON
DPR	ORGANIZATION
Susilo	PERSON
Bambang	PERSON
Yudhoyono	PERSON
SBY	PERSON
Presiden	PERSON
SBY	PERSON
Idrus	PERSON
Marham	PERSON
Gedung	LOCATION
DPR	LOCATION
Jakarta	LOCATION
Senin	TIME
2011	TIME
Idrus	PERSON
Golkar	ORGANIZATION
Idrus	PERSON
Presiden	PERSON
SBY	PERSON
Golkar	ORGANIZATION
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Dewan	ORGANIZATION
Perwakilan	ORGANIZATION
Rakyat	ORGANIZATION
Presiden	PERSON
Susilo	PERSON
Bambang	PERSON
Yudhoyono	PERSON
Dahlan	PERSON
Iskan	PERSON
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Dahlan	PERSON
Iskan	PERSON
Muhammad	PERSON
Prakosa	PERSON
kompleks	LOCATION
DPR	LOCATION
Senayan	LOCATION
Kamis	TIME
Desember	TIME
2012	TIME
BK	ORGANIZATION
Presiden	PERSON
SBY	PERSON
SBY	PERSON
Dahlan	PERSON
Dahlan	PERSON
Iskan	PERSON
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Dahlan	PERSON
Dahlan	PERSON
Iskan	PERSON
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Prakosa	PERSON
BK	ORGANIZATION
Dahlan	PERSON
Andi	PERSON
Timo	PERSON
Pangerang	PERSON
Muhammad	PERSON
Hatta	PERSON
M	PERSON
Ichlas	PERSON
El	PERSON
Qudsi	PERSON
Didi	PERSON
Irawadi	PERSON
Syamsuddin	PERSON
Partai	ORGANIZATION
Golkar	ORGANIZATION
Didi	PERSON
restoran	LOCATION
Gadogado	LOCATION
Boplo	LOCATION
Jakarta	LOCATION
Sabtu	TIME
Desember	TIME
2014	TIME
Pilkada	EVENT
Didi	PERSON
Aburizal	PERSON
Prabowo	PERSON
Subianto	PERSON
Susilo	PERSON
Bambang	PERSON
Yudhoyono	PERSON
Irawadi	PERSON
Didi	PERSON
Aburizal	PERSON
Dewan	ORGANIZATION
Perwakilan	ORGANIZATION
Rakyat	ORGANIZATION
Pilkada	EVENT
Didi	PERSON
pilkada	EVENT
Golkar	ORGANIZATION
Susilo	PERSON
Bambang	PERSON
Yudhoyono	PERSON
Partai	ORGANIZATION
Golkar	ORGANIZATION
Demokrat	ORGANIZATION
Golkar	ORGANIZATION
SBY	PERSON
Joko	PERSON
Widodo	PERSON
pilkada	EVENT
Januari	TIME
Partai	ORGANIZATION
Kebangkitan	ORGANIZATION
Bangsa	ORGANIZATION
PKB	ORGANIZATION
Muhaimin	PERSON
Iskandar	PERSON
Joko	PERSON
Widodo	PERSON
Jokowi	PERSON
Cak	PERSON
Imin	PERSON
PKB	ORGANIZATION
Jokowi	PERSON
Cak	PERSON
Imin	PERSON
Hotel	LOCATION
Grand	LOCATION
Sahid	LOCATION
Jaya	LOCATION
Sudirman	LOCATION
Jakarta	LOCATION
Pusat	LOCATION
Senin	TIME
2014	TIME
Jokowi	PERSON
Cak	PERSON
Imin	PERSON
Jokowi	PERSON
Partai	ORGANIZATION
Golkar	ORGANIZATION
Siswono	PERSON
Yudo	PERSON
Husodo	PERSON
Golkar	ORGANIZATION
Siswono	PERSON
Golkar	ORGANIZATION
Joko	PERSON
Widodo	PERSON
Jusuf	PERSON
Kalla	PERSON
Siswono	ORGANIZATION
Gedung	LOCATION
DPR	LOCATION
RI	LOCATION
Senayan	LOCATION
Jakarta	LOCATION
Rabu	TIME
2014	TIME
Golkar	ORGANIZATION
Siswono	PERSON
Golkar	ORGANIZATION
Partai	ORGANIZATION
Gerakan	ORGANIZATION
Indonesia	ORGANIZATION
Raya	ORGANIZATION
Partai	ORGANIZATION
Persatuan	ORGANIZATION
Pembangunan	ORGANIZATION
Partai	ORGANIZATION
Amanat	ORGANIZATION
Nasional	ORGANIZATION
Partai	ORGANIZATION
Keadilan	ORGANIZATION
Sejahtera	ORGANIZATION
Prabowo	PERSON
Subianto	PERSON
Hatta	PERSON
Rajasa	PERSON
Komisi	ORGANIZATION
Pemilihan	ORGANIZATION
Umum	ORGANIZATION
KPU	ORGANIZATION
Joko	PERSON
Widodo	PERSON
Kalla	PERSON
Juli	TIME
2014	TIME
Prabowo	PERSON
Hatta	PERSON
Mahkamah	ORGANIZATION
Konstitusi	ORGANIZATION
MK	ORGANIZATION
Kamis	TIME
2014	TIME
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Dewan	ORGANIZATION
Perwakilan	ORGANIZATION
Rakyat	ORGANIZATION
DPR	ORGANIZATION
PPATK	ORGANIZATION
DPR	ORGANIZATION
Pramono	PERSON
Anung	PERSON
gedung	LOCATION
DPR	LOCATION
Selasa	TIME
September	TIME
2011	TIME
PPATK	ORGANIZATION
Pramono	PERSON
DPR	ORGANIZATION
PPATK	ORGANIZATION
Kamis	TIME
Badan	ORGANIZATION
Anggaran	ORGANIZATION
DPR	ORGANIZATION
DPR	ORGANIZATION
Kamis	TIME
DPR	ORGANIZATION
Tempo	ORGANIZATION
Senayan	LOCATION
Ketua	ORGANIZATION
DPR	ORGANIZATION
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Badan	ORGANIZATION
Anggaran	ORGANIZATION
Fraksi	ORGANIZATION
Partai	ORGANIZATION
Amanat	ORGANIZATION
Nasional	ORGANIZATION
Wa	PERSON
Ode	PERSON
Nurhayati	PERSON
DPR	ORGANIZATION
Wa	PERSON
Ode	PERSON
DPR	ORGANIZATION
Pramono	PERSON
PPATK	ORGANIZATION
pimpinan	ORGANIZATION
DPR	ORGANIZATION
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Badan	ORGANIZATION
Kehormatan	ORGANIZATION
Partai	ORGANIZATION
Golkar	ORGANIZATION
Sekretariat	ORGANIZATION
Gabungan	ORGANIZATION
Sekertaris	ORGANIZATION
tim	ORGANIZATION
Bidang	ORGANIZATION
Politik	ORGANIZATION
DPP	ORGANIZATION
Partai	ORGANIZATION
Golkar	ORGANIZATION
Agun	PERSON
Gunanjar	PERSON
Sudarsa	PERSON
DPR	LOCATION
Kamis	TIME
2011	TIME
Agun	PERSON
Agun	PERSON
DPR	ORGANIZATION
Ida	PERSON
Fauziah	PERSON
DPR	ORGANIZATION
DPR	ORGANIZATION
Senin	TIME
2011	TIME
Bambang	PERSON
Widjojanto	PERSON
Bambang	PERSON
SBY	PERSON
Yogya	LOCATION
Sultan	PERSON
Hamengkubuwono	PERSON
X	PERSON
Presiden	PERSON
SBY	PERSON
Istana	LOCATION
Jogja	LOCATION
Sudirman	PERSON
Said	PERSON
Rini	PERSON
Soemarno	PERSON
Sofyan	PERSON
Djalil	PERSON
Rini	PERSON
Megawati	PERSON
Andi	PERSON
SBY	PERSON
Bu	PERSON
Ani	PERSON
Marzuki	PERSON
Alie	PERSON
Bu	PERSON
Ani	PERSON
DPR	ORGANIZATION
DPR	ORGANIZATION
Ahmad	PERSON
Heryawan	PERSON
Dede	PERSON
Yusuf	PERSON
DPP	ORGANIZATION
DPP	ORGANIZATION
DPD	ORGANIZATION
DPD	ORGANIZATION
2015	TIME
DPD	ORGANIZATION
DPD	ORGANIZATION
Munas	ORGANIZATION
DPD	ORGANIZATION
DPD	ORGANIZATION
2015	TIME
PPP	ORGANIZATION
MPR	ORGANIZATION
PPP	ORGANIZATION
KIH	ORGANIZATION
Angel	PERSON
Angel	PERSON
Nazaruddin	PERSON
Jokowi	PERSON
Partai	ORGANIZATION
Demokrat	ORGANIZATION
Gaza	LOCATION
Hamas	ORGANIZATION
Hamas	ORGANIZATION
Medan	LOCATION
Merdeka	LOCATION
Barat	LOCATION
Pileg	EVENT
Pilpres	EVENT
Pilpres	EVENT
Mesir	LOCATION
Indonesia	LOCATION
Indo	LOCATION
�	LOCATION
nesia	LOCATION
September	TIME
2014	TIME
Indonesia	LOCATION
Jepang	LOCATION
Qatar	LOCATION
gletser	LOCATION
Dyinghuhokull	LOCATION
Indonesia	LOCATION
OJK	ORGANIZATION
Partai	ORGANIZATION
Demokrat	ORGANIZATION
Prabowo	PERSON
Hatta	PERSON
SBY	PERSON
Partai	ORGANIZATION
Demokrat	ORGANIZATION
SBY	PERSON
Jokowi	PERSON
Jokowi	PERSON
SBY	PERSON
PD	ORGANIZATION
Jokowi	PERSON
PD	ORGANIZATION
HMI	ORGANIZATION
Medan	LOCATION
Afghanistan	LOCATION
1960	TIME
Oktober	TIME
KPK	ORGANIZATION
Indonesia	LOCATION
Asia	LOCATION
Suriah	LOCATION
Dataran	LOCATION
Tinggi	LOCATION
Golan	LOCATION
Indonesia	LOCATION
Raja	LOCATION
Ampat	LOCATION
OECD	ORGANIZATION
Indonesia	LOCATION
OECD	ORGANIZATION
Indonesia	LOCATION
Bambang	PERSON
Hidayat	PERSON
Mardjono	PERSON
Siswosuwarno	PERSON
Magnis	PERSON
Suseno	PERSON
Satrio	PERSON
Soemantri	PERSON
Brodjonegoro	PERSON
Roosseno	PERSON
Bandung	LOCATION
Prabowo	PERSON
Subianto	PERSON
Hatta	PERSON
Rajasa	PERSON
Jokowi	PERSON
Kalla	PERSON
Jokowi	PERSON
1945	TIME
Pantura	LOCATION
Jokowi	PERSON
BPH	ORGANIZATION
Migas	ORGANIZATION
Hamas	ORGANIZATION
Gaza	LOCATION
Indonesia	LOCATION
Gaza	LOCATION
Indonesia	LOCATION
Indonesia	LOCATION
Arab	LOCATION
SPBU	LOCATION
SBY	PERSON
BPH	ORGANIZATION
Migas	ORGANIZATION
Jokowi	PERSON
Indonesia	LOCATION
Jokowi	PERSON
Desember	TIME
BPH	ORGANIZATION
Migas	ORGANIZATION
Desember	TIME
Amazon	LOCATION
Hawaii	LOCATION
Charles	PERSON
Darwin	PERSON
Madrid	LOCATION
Spanyol	LOCATION
Berlin	LOCATION
Jerman	LOCATION
Eropa	LOCATION
2015	TIME
Senin	TIME
Balikpapan	LOCATION
Angkasa	ORGANIZATION
Pura	ORGANIZATION
I	ORGANIZATION
Balikpapan	LOCATION
Tiongkok	LOCATION
Indonesia	LOCATION
Indonesia	LOCATION
ASEAN	LOCATION
Tiongkok	LOCATION
Tiongkok	LOCATION
Bali	LOCATION
Tiongkok	LOCATION
Bali	LOCATION
Indonesia	LOCATION
Darfur	LOCATION
Toledo	LOCATION
Tucson	LOCATION
Topeka	LOCATION
Indonesia	LOCATION
Fahmi	PERSON
PT	ORGANIZATION
Indosat	ORGANIZATION
Tbk	ORGANIZATION
Indosat	ORGANIZATION
Nabire	LOCATION
Surabaya	LOCATION
Depkominfo	ORGANIZATION
Telkom	ORGANIZATION
Timtas	ORGANIZATION
Tipikor	ORGANIZATION
Hendarman	PERSON
Supandji	PERSON
Kejaksaan	ORGANIZATION
Agung	ORGANIZATION
Kejagung	ORGANIZATION
Jl	LOCATION
Hasanuddin	LOCATION
Jakarta	LOCATION
Selatan	LOCATION
Telkom	ORGANIZATION
Tanri	PERSON
Abeng	PERSON
Telkomsel	ORGANIZATION
Indosat	ORGANIZATION
XL	ORGANIZATION
PT	ORGANIZATION
Indosat	ORGANIZATION
Tbk	ORGANIZATION
Hasnul	PERSON
Suhaemi	PERSON
StarOne	ORGANIZATION
StarOne	ORGANIZATION
Flexi	ORGANIZATION
PT	ORGANIZATION
Telkom	ORGANIZATION
Astratel	ORGANIZATION
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
Sumatera	LOCATION
Pramindo	ORGANIZATION
Ikat	ORGANIZATION
Nusantara	ORGANIZATION
Telkom	ORGANIZATION
Uya	PERSON
Kuya	PERSON
Rahmat	PERSON
PT	ORGANIZATION
Barito	ORGANIZATION
Pacific	ORGANIZATION
Timber	ORGANIZATION
Bagja	PERSON
Eko	PERSON
2022	TIME
Seputar	ORGANIZATION
Indonesia	ORGANIZATION
Patrio	PERSON
Agustus	TIME
2005	TIME
Arwin	PERSON
Rasyid	PERSON
Telkom	ORGANIZATION
2025	TIME
PT	ORGANIZATION
Komselindo	ORGANIZATION
2026	TIME
2027	TIME
2028	TIME
PT	ORGANIZATION
Telkom	ORGANIZATION
Tbk	ORGANIZATION
Jhon	PERSON
Welly	PERSON
Telkom	ORGANIZATION
Rochiman	PERSON
Sukarno	PERSON
Rabu	TIME
2006	TIME
Telkom	ORGANIZATION
2005	TIME
2004	TIME
Teguh	PERSON
Samudera	PERSON
PT	ORGANIZATION
Telkom	ORGANIZATION
Guntur	PERSON
Siregar	PERSON
Jawa	LOCATION
Barat	LOCATION
Edi	PERSON
Darnadi	PERSON
Lembang	LOCATION
Jawa	LOCATION
Barat	LOCATION
Rabu	TIME
Telkom	ORGANIZATION
Eddy	PERSON
Telkom	ORGANIZATION
Eddy	PERSON
Telkom	ORGANIZATION
Desember	TIME
2006	TIME
Telkom	ORGANIZATION
Muhammad	PERSON
Awaluddin	PERSON
detikINET	ORGANIZATION
Telkom	ORGANIZATION
Inter	ORGANIZATION
Rudiger	PERSON
Football	ORGANIZATION
Italia	ORGANIZATION
Roma	ORGANIZATION
Bologna	ORGANIZATION
Atalanta	ORGANIZATION
Torino	ORGANIZATION
Napoli	ORGANIZATION
Genoa	ORGANIZATION
Chievo	ORGANIZATION
AC	ORGANIZATION
Milan	ORGANIZATION
Stuttgart	ORGANIZATION
Roma	LOCATION
Jakarta	LOCATION
Westley	PERSON
Nathan	PERSON
Morgan	PERSON
Meadows	LOCATION
Nottingham	LOCATION
Inggris	LOCATION
Leicester	ORGANIZATION
Southampton	ORGANIZATION
King	LOCATION
Power	LOCATION
Stadium	LOCATION
April	TIME
The	ORGANIZATION
Foxes	ORGANIZATION
Morgan	PERSON
Morgan	PERSON
Ranieri	PERSON
Morgan	PERSON
Si	ORGANIZATION
Rubah	ORGANIZATION
Squawka	ORGANIZATION
Morgan	PERSON
Leicester	ORGANIZATION
Sergio	PERSON
Ag	PERSON
ero	PERSON
Harry	PERSON
Kane	PERSON
Diego	PERSON
Costa	PERSON
Leicester	LOCATION
Leicester	ORGANIZATION
Vardy	PERSON
Mahrez	PERSON
Kante	PERSON
Drinkwater	PERSON
Morgan	PERSON
Vardy	PERSON
Morgan	PERSON
Morga	PERSON
Notts	ORGANIZATION
County	ORGANIZATION
Morgan	PERSON
Dunkirk	ORGANIZATION
South	ORGANIZATION
Notts	ORGANIZATION
College	ORGANIZATION
Arsenal	ORGANIZATION
Manchester	ORGANIZATION
City	ORGANIZATION
Manchester	ORGANIZATION
United	ORGANIZATION
MU	ORGANIZATION
MU	ORGANIZATION
Spurs	ORGANIZATION
Manchester	ORGANIZATION
United	ORGANIZATION
Spurs	ORGANIZATION
MU	ORGANIZATION
Spurs	ORGANIZATION
White	LOCATION
Hart	LOCATION
Lane	LOCATION
Spurs	ORGANIZATION
MU	ORGANIZATION
Glenn	PERSON
Hoddle	PERSON
London	LOCATION
Harry	PERSON
Kane	PERSON
Tottenham	LOCATION
Spurs	ORGANIZATION
MU	ORGANIZATION
Anthony	PERSON
Martial	PERSON
MU	ORGANIZATION
MU	ORGANIZATION
September	TIME
2013	TIME
Christian	PERSON
Eriksen	PERSON
Mesut	PERSON
Oezil	PERSON
Jakarta	LOCATION
Leicester	ORGANIZATION
City	ORGANIZATION
Tottenham	ORGANIZATION
Hotspur	ORGANIZATION
Spurs	ORGANIZATION
Liverpool	LOCATION
Manchester	ORGANIZATION
United	ORGANIZATION
Arsenal	ORGANIZATION
West	ORGANIZATION
Ham	ORGANIZATION
United	ORGANIZATION
Stoke	ORGANIZATION
Liverpool	LOCATION
Anfield	LOCATION
Chelsea	ORGANIZATION
Swansea	ORGANIZATION
City	ORGANIZATION
London	LOCATION
Arsenal	ORGANIZATION
Arsenal	ORGANIZATION
Arsenal	ORGANIZATION
Leicester	LOCATION
Leicester	LOCATION
Tottenham	LOCATION
Leicester	LOCATION
Tottenham	ORGANIZATION
Leicester	LOCATION
Leicester	LOCATION
Tavecchio	PERSON
Munich	LOCATION
Antonio	PERSON
Conte	PERSON
Arturo	PERSON
Vidal	PERSON
Chelsea	ORGANIZATION
Bayern	ORGANIZATION
Munich	ORGANIZATION
Yusril	PERSON
Depok	ORGANIZATION
Jawa	ORGANIZATION
Barat	ORGANIZATION
Sabtu	TIME
2016	TIME
Anoeta	LOCATION
Mei	TIME
2007	TIME
Sociedad	ORGANIZATION
Barca	ORGANIZATION
Liga	ORGANIZATION
Champions	ORGANIZATION
Atletico	ORGANIZATION
Madrid	LOCATION
Espanyol	ORGANIZATION
Atletico	ORGANIZATION
Espanyol	ORGANIZATION
Ahok	PERSON
DKI	LOCATION
Madrid	LOCATION
Nil	PERSON
Maizar	PERSON
Semen	ORGANIZATION
Padang	ORGANIZATION
PSSI	ORGANIZATION
Mei	TIME
Payakumbuh	LOCATION
Sumatera	LOCATION
Barat	LOCATION
Indonesia	LOCATION
Adhoc	ORGANIZATION
FIFA	ORGANIZATION
PSSI	ORGANIZATION
Indonesia	LOCATION
Argentina	LOCATION
Austin	LOCATION
Lorenzo	PERSON
Jembatan	LOCATION
Baturusa	LOCATION
II	LOCATION
Sungai	LOCATION
Ketapang	LOCATION
Asia	LOCATION
Tenggara	LOCATION
Jurgen	PERSON
Klopp	PERSON
Liverpool	LOCATION
Borussia	ORGANIZATION
Dortmund	ORGANIZATION
tujuh	TIME
tahun	TIME
Klopp	PERSON
Die	PERSON
Borussen	PERSON
Jerman	LOCATION
2012	TIME
2013	TIME
Bayern	ORGANIZATION
Munich	ORGANIZATION
UEFA	ORGANIZATION
Kroos	PERSON
Jerman	LOCATION
Vieirinha	PERSON
Pertugal	LOCATION
Los	ORGANIZATION
Blancos	ORGANIZATION
Tontowi	PERSON
Lilyana	PERSON
Indonesia	LOCATION
Lee	PERSON
Yong	PERSON
Dae	PERSON
Yoo	PERSON
Yeon	PERSON
Seong	PERSON
Korsel	LOCATION
Li	PERSON
Junhui	PERSON
Liu	PERSON
Yuchen	PERSON
China	LOCATION
Brasil	LOCATION
PSG	ORGANIZATION
Adrien	PERSON
Rabiot	PERSON
Zlatan	PERSON
Ibrahimovic	PERSON
Prancis	LOCATION
UEFA	ORGANIZATION
Barcelona	ORGANIZATION
Ibra	PERSON
Hart	PERSON
City	ORGANIZATION
Jakarta	LOCATION
Paris	ORGANIZATION
Saint	ORGANIZATION
Germain	ORGANIZATION
Manchester	ORGANIZATION
City	ORGANIZATION
Les	ORGANIZATION
Parisiens	ORGANIZATION
Adrien	PERSON
Rabiot	PERSON
City	ORGANIZATION
Zlatan	PERSON
Ibrahimovic	PERSON
Rabiot	PERSON
Zlatan	PERSON
City	ORGANIZATION
Joe	PERSON
Hart	PERSON
Zlatan	PERSON
Angel	PERSON
Di	PERSON
Maria	PERSON
PSG	ORGANIZATION
Fernandinho	PERSON
Rabiot	PERSON
City	ORGANIZATION
Die	ORGANIZATION
Wolfe	ORGANIZATION
Los	ORGANIZATION
Blancos	ORGANIZATION
Zinedine	PERSON
Zidane	PERSON
Zidane	PERSON
UEFA	ORGANIZATION
Jakarta	LOCATION
Manuel	PERSON
Pellegrini	PERSON
Paris	ORGANIZATION
Saint	ORGANIZATION
Germain	ORGANIZATION
Parc	LOCATION
des	LOCATION
Princes	LOCATION
City	ORGANIZATION
City	ORGANIZATION
PSG	ORGANIZATION
The	ORGANIZATION
Citizens	ORGANIZATION
Dumbledore	PERSON
Harry	PERSON
Potter	PERSON
J.K.	PERSON
Rowling	PERSON
Remus	PERSON
Lupin	PERSON
Pellegrini	PERSON
Pellegrini	PERSON
Daily	ORGANIZATION
Star	ORGANIZATION
PSG	ORGANIZATION
The	ORGANIZATION
Citizens	ORGANIZATION
City	ORGANIZATION
City	ORGANIZATION
Chelsea	ORGANIZATION
Chelsea	ORGANIZATION
Paris	LOCATION
Zlatan	PERSON
Ibrahimovic	PERSON
Paris	ORGANIZATION
St.	ORGANIZATION
Germain	ORGANIZATION
Manchester	ORGANIZATION
City	ORGANIZATION
Ibra	PERSON
PSG	ORGANIZATION
City	ORGANIZATION
Parc	LOCATION
des	LOCATION
Princes	LOCATION
Ibra	PERSON
Joe	PERSON
Hart	PERSON
City	ORGANIZATION
Kevin	PERSON
de	PERSON
Bruyne	PERSON
Ibra	PERSON
Opta	PERSON
Swedia	LOCATION
PSG	ORGANIZATION
Ibrahimovic	PERSON
Shevchenko	PERSON
PSG	ORGANIZATION
Laurent	PERSON
Blanc	PERSON
Uefa.com	ORGANIZATION
Al	PERSON
Khelaifi	PERSON
PSG	ORGANIZATION
City	ORGANIZATION
Chile	LOCATION
Hart	PERSON
Wolfsburg	LOCATION
Madrid	LOCATION
Volkswagen	LOCATION
Arena	LOCATION
Madrid	LOCATION
Wolfsburg	LOCATION
Santiago	LOCATION
Bernabeu	LOCATION
Bayer	ORGANIZATION
Leverkusen	ORGANIZATION
Mainz	LOCATION
Madrid	LOCATION
Sagna	PERSON
Luiz	PERSON
Dortmund	ORGANIZATION
Given	PERSON
Volkswagen	LOCATION
Arena	LOCATION
Kamis	TIME
2016	TIME
dinihari	TIME
WIB	TIME
Wolfsburg	ORGANIZATION
Ricardo	PERSON
Rodriguez	PERSON
Maximilian	PERSON
Arnold	PERSON
Ronaldo	PERSON
Gareth	PERSON
Bale	PERSON
Madrid	ORGANIZATION
Casemiro	PERSON
Karim	PERSON
Benzema	PERSON
Wolfsburg	ORGANIZATION
Wolfsburg	ORGANIZATION
Andre	PERSON
Schuerrle	PERSON
Casemiro	PERSON
Madrid	ORGANIZATION
Marcelo	PERSON
Danilo	PERSON
Wolfsburg	ORGANIZATION
Wolfsburg	ORGANIZATION
Maximilian	PERSON
Arnold	PERSON
Schuerrle	PERSON
Navas	PERSON
Bale	PERSON
Madrid	ORGANIZATION
Wolfsburg	ORGANIZATION
Bale	PERSON
Madrid	LOCATION
Toni	PERSON
Kroos	PERSON
Bale	PERSON
Ronaldo	PERSON
Rodriguez	PERSON
Portugal	LOCATION
Benaglio	PERSON
Ronaldo	PERSON
Portugal	LOCATION
Madrid	LOCATION
Wolfsburg	LOCATION
Wolfsburg	LOCATION
Max	PERSON
Kruse	PERSON
Navas	PERSON
PSG	ORGANIZATION
Adrien	PERSON
Rabiot	PERSON
Hart	PERSON
The	ORGANIZATION
Citizens	ORGANIZATION
Etihad	LOCATION
Stadium	LOCATION
April	TIME
Angel	PERSON
Di	PERSON
Maria	PERSON
Blaise	PERSON
Matuidi	PERSON
Eliaquim	PERSON
Mangala	PERSON
Matuidi	PERSON
City	ORGANIZATION
Bacary	PERSON
Sagna	PERSON
David	PERSON
Luiz	PERSON
Serge	PERSON
Aurier	PERSON
Ibrahimovic	PERSON
Ibrahimovic	PERSON
PSG	ORGANIZATION
Ibrahimovic	PERSON
Fernando	PERSON
Hart	PERSON
Adrien	PERSON
Rabiot	PERSON
Dortmund	LOCATION
Juergen	PERSON
Klopp	PERSON
Liverpool	LOCATION
Borussia	ORGANIZATION
Dortmund	ORGANIZATION
Klopp	PERSON
Dortmund	LOCATION
Klopp	PERSON
Klopp	PERSON
Liverpool	LOCATION
Juergen	PERSON
Klopp	PERSON
Die	ORGANIZATION
Borussen	ORGANIZATION
Koeln	LOCATION
Bundesliga	ORGANIZATION
Desember	TIME
2015	TIME
Dortmund	LOCATION
Tottenham	ORGANIZATION
Hotspur	ORGANIZATION
The	ORGANIZATION
Reds	ORGANIZATION
Klopp	PERSON
Borussia	ORGANIZATION
Dortmund	ORGANIZATION
Liverpool	LOCATION
Klopp	PERSON
Tuchel	PERSON
Tuchel	PERSON
Mainz	LOCATION
Klopp	PERSON
Klopp	PERSON
Oktober	TIME
2010	TIME
Dortmund	ORGANIZATION
Mainz	ORGANIZATION
Dortmund	LOCATION
Anfield	LOCATION
Tuchel	PERSON
Sky	ORGANIZATION
Sports	ORGANIZATION
Tuchel	PERSON
Klopp	PERSON
Paris	ORGANIZATION
Saint	ORGANIZATION
Germain	ORGANIZATION
Manchester	ORGANIZATION
City	ORGANIZATION
Stadion	LOCATION
Parc	LOCATION
des	LOCATION
Princes	LOCATION
PSG	ORGANIZATION
Zlatan	PERSON
Ibrahimovic	PERSON
Adrien	PERSON
Rabiot	PERSON
Man	ORGANIZATION
City	ORGANIZATION
Manuel	PERSON
Pellegrini	PERSON
Eliaquim	PERSON
Mangala	PERSON
Nicolas	PERSON
Otamendi	PERSON
Kompany	PERSON
November	TIME
2015	TIME
PSG	ORGANIZATION
Man	ORGANIZATION
City	ORGANIZATION
PSG	ORGANIZATION
Edinson	PERSON
Cavani	PERSON
Lucas	PERSON
Moura	PERSON
PSG	ORGANIZATION
David	PERSON
Luiz	PERSON
Thiago	PERSON
Silva	PERSON
Fernando	PERSON
Man	ORGANIZATION
City	ORGANIZATION
Sagna	PERSON
PSG	ORGANIZATION
Serge	PERSON
Aurier	PERSON
Fernandinho	PERSON
Lee	PERSON
Samsung	ORGANIZATION
Group	ORGANIZATION
Korea	LOCATION
Selatan	LOCATION
Lee	PERSON
Yoon	PERSON
hyung	PERSON
Caris	ORGANIZATION
Co	ORGANIZATION
Susan	PERSON
Kalla	PERSON
Samsung	ORGANIZATION
Samsung	ORGANIZATION
Sanggar	ORGANIZATION
Alang@lang	ORGANIZATION
Samsung	ORGANIZATION
Samsung	ORGANIZATION
Electronics	ORGANIZATION
Samsung	ORGANIZATION
Google	ORGANIZATION
Google	ORGANIZATION
Motorola	ORGANIZATION
NEC	ORGANIZATION
Panasonic	ORGANIZATION
Mobile	ORGANIZATION
Communication	ORGANIZATION
Samsung	ORGANIZATION
Electronics	ORGANIZATION
NTT	ORGANIZATION
DoCoMo	ORGANIZATION
Vodafone	ORGANIZATION
Group	ORGANIZATION
Services	ORGANIZATION
detikcom	ORGANIZATION
Samsung	ORGANIZATION
gedung	LOCATION
Nusantara	LOCATION
I	LOCATION
DPR	ORGANIZATION
Samsung	ORGANIZATION
Samsung	ORGANIZATION
Samsung	ORGANIZATION
Fira	LOCATION
